Name,Internal Reference,Barcode,Product Type,Category,Sales Price,Cost,Quantity On Hand,Can be Sold,Can be Purchased,Shopee Product ID,Shopee Variation ID,Shopee Parent SKU
Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick up MH Mesin Rantai - 18/18B,TKM-00058-03,2000000000116,Storable Product,Jarum / Needles,40350,0,1000,TRUE,TRUE,18190513717,108947853799,OrganTVx7
Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick up MH Mesin Rantai - 21/21B,TKM-00058-04,2000000000117,Storable Product,Jarum / Needles,40350,0,1000,TRUE,TRUE,18190513717,108947853800,OrganTVx7
Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick up MH Mesin Rantai - 22/22B,TKM-00058-05,2000000000118,Storable Product,Jarum / Needles,40350,0,1000,TRUE,TRUE,18190513717,108947853793,OrganTVx7
Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick up MH Mesin Rantai - 9/9B,TKM-00058-06,2000000000119,Storable Product,Jarum / Needles,40350,0,1000,TRUE,TRUE,18190513717,108947853794,OrganTVx7
Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick up MH Mesin Rantai - 11/11B,TKM-00058-07,2000000000120,Storable Product,Jarum / Needles,40350,0,1000,TRUE,TRUE,18190513717,108947853795,OrganTVx7
Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick up MH Mesin Rantai - 13/13B,TKM-00058-08,2000000000121,Storable Product,Jarum / Needles,40350,0,1000,TRUE,TRUE,18190513717,108947853796,OrganTVx7
Mesin Obras Kecil SINGER 81A1 dengan Dinamo Berkualitas,TKM-00059,2000000000122,Storable Product,Mesin Obras / Overlock,1299999,0,3,TRUE,TRUE,18281707766,69675792739,MJ.ObrasSINGER81A1
SP-18 Presser Foot Sepatu stik 1/2 Baja pf - 1/4,TKM-00060-01,2000000000123,Storable Product,Sepatu / Presser Foot,9750,0,9993,TRUE,TRUE,18481552051,138668526870,"pf.Stik1/2SP18"""
SP-18 Presser Foot Sepatu stik 1/2 Baja pf - 3/16,TKM-00060-02,2000000000124,Storable Product,Sepatu / Presser Foot,9750,0,99973,TRUE,TRUE,18481552051,138668526871,"pf.Stik1/2SP18"""
SP-18 Presser Foot Sepatu stik 1/2 Baja pf - 1/8,TKM-00060-03,2000000000125,Storable Product,Sepatu / Presser Foot,9750,0,99977,TRUE,TRUE,18481552051,138668526869,"pf.Stik1/2SP18"""
Sepatu Mesin Jahit Obras Benang 3/4/5/Siruba Typical Yamata presser foot pf - Nechi,TKM-00061-01,2000000000126,Storable Product,Mesin Jahit / Sewing Machine,32000,0,995,TRUE,TRUE,18481556634,186859142311,pf.Obras
Sepatu Mesin Jahit Obras Benang 3/4/5/Siruba Typical Yamata presser foot pf - Benang 3,TKM-00061-02,2000000000127,Storable Product,Mesin Jahit / Sewing Machine,22000,0,985,TRUE,TRUE,18481556634,186859142312,pf.Obras
Sepatu Mesin Jahit Obras Benang 3/4/5/Siruba Typical Yamata presser foot pf - Benang 4,TKM-00061-03,2000000000128,Storable Product,Mesin Jahit / Sewing Machine,18000,0,1995,TRUE,TRUE,18481556634,186859142310,pf.Obras
"Gunting Kodok Simanco 8""-210mm/ Gunting Kain / Gunting Seng",TKM-00062,2000000000129,Storable Product,Gunting / Scissors,13000,0,516,TRUE,TRUE,18481572015,175974051931,"G.KodokSimanco8""-210mm"
SIMARU NP7A SM MESIN JAHIT KARUNG NP 7A NP 7 A PORTABLE BAG CLOSER,TKM-00063,2000000000130,Storable Product,Mesin Jahit / Sewing Machine,1069000,0,63,TRUE,TRUE,18483821112,235597249167,MJ.KARUNGSmNP7A
MESIN JAHIT ZIGZAG TYPICAL TY 20U43 HIGH SPEED KONVEKSI TY20U43,TKM-00064,2000000000131,Storable Product,Mesin Jahit / Sewing Machine,4699000,0,3,TRUE,TRUE,18483862566,194561135289,MJ.ZigzagTY20U43
KC05E SIRUBA Jalur Benang Tutup Atas Obras Industri,TKM-00065,2000000000132,Storable Product,Benang / Thread,20000,0,1000,TRUE,TRUE,18484076422,138738610081,KC05ESIRUBAJalurBenangTutupAtasObras
12463RH 1/8 Sepatu Timpa Lipat Bahan Kanan Mesin Jahit Industri Jarum 1 presser foot pf,TKM-00066,2000000000133,Storable Product,Mesin Jahit / Sewing Machine,15000,0,9996,TRUE,TRUE,18490492256,231771825037,pf.12463RH1/8
Sepatu Mesin Jahit Industri CL 1/4 E presser foot pf,TKM-00067,2000000000134,Storable Product,Mesin Jahit / Sewing Machine,11000,0,9996,TRUE,TRUE,18490502237,165973313696,pf.CL1/4E
Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - 18/18J,TKM-00068-01,2000000000135,Storable Product,Jarum / Needles,21500,0,4,TRUE,TRUE,18490509043,225379490597,OrangeTQx7
Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - 9/9J,TKM-00068-02,2000000000136,Storable Product,Jarum / Needles,21500,0,100,TRUE,TRUE,18490509043,225379490593,OrangeTQx7
Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - 11/11J,TKM-00068-03,2000000000137,Storable Product,Jarum / Needles,21500,0,92,TRUE,TRUE,18490509043,225379490594,OrangeTQx7
Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - 14/14J,TKM-00068-04,2000000000138,Storable Product,Jarum / Needles,21500,0,100,TRUE,TRUE,18490509043,225379490595,OrangeTQx7
Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - 16/16J,TKM-00068-05,2000000000139,Storable Product,Jarum / Needles,21500,0,115,TRUE,TRUE,18490509043,225379490596,OrangeTQx7
Mesin Jahit Zigzag JUKI LZ-2284N Zig Zag Original Japan LZ 2284 N,TKM-00069,2000000000140,Storable Product,Mesin Jahit / Sewing Machine,12258970,0,5,TRUE,TRUE,18492802531,235601266435,MJ.ZigzagJUKILZ2284N
Bobbin Case FS -Sekoci Mesin Jahit Butterfly -Mesin Jahit Kepala Hitam / Sekoci LK FS btf,TKM-00070,2000000000141,Storable Product,Mesin Jahit / Sewing Machine,9999,0,9126,TRUE,TRUE,18581614848,221778495557,Sk.FSLKBTF
Gunting Kain Delicia K38 Pegangan Emas,TKM-00071,2000000000142,Storable Product,Gunting / Scissors,78000,0,13,TRUE,TRUE,18681572066,79674381057,G.DeliciaK38
Needle Clamp / Jepit Jarum Untuk Mesin Jahit Kecil / Hitam / Klasik btf- P/N 40,TKM-00072,2000000000143,Storable Product,Mesin Jahit / Sewing Machine,4599,0,427,TRUE,TRUE,18681614834,146924734468,Needle Clamp
Jarum Mesin Jahit Merk Butterfly (Mesin Jahit Hitam Dan Portable) btf - 16,TKM-00073-01,2000000000144,Storable Product,Mesin Jahit / Sewing Machine,65000,0,494,TRUE,TRUE,18681614886,127631891431,
Jarum Mesin Jahit Merk Butterfly (Mesin Jahit Hitam Dan Portable) btf - 18,TKM-00073-02,2000000000145,Storable Product,Mesin Jahit / Sewing Machine,65000,0,493,TRUE,TRUE,18681614886,127631891432,
Jarum Mesin Jahit Merk Butterfly (Mesin Jahit Hitam Dan Portable) btf - 14,TKM-00073-03,2000000000146,Storable Product,Mesin Jahit / Sewing Machine,65000,0,500,TRUE,TRUE,18681614886,127631891433,
Jarum Mesin Jahit Merk Butterfly (Mesin Jahit Hitam Dan Portable) btf - 21,TKM-00073-04,2000000000147,Storable Product,Mesin Jahit / Sewing Machine,65000,0,500,TRUE,TRUE,18681614886,127631891427,
Jarum Mesin Jahit Merk Butterfly (Mesin Jahit Hitam Dan Portable) btf - 9,TKM-00073-05,2000000000148,Storable Product,Mesin Jahit / Sewing Machine,65000,0,500,TRUE,TRUE,18681614886,127631891428,
Jarum Mesin Jahit Merk Butterfly (Mesin Jahit Hitam Dan Portable) btf - 11,TKM-00073-06,2000000000149,Storable Product,Mesin Jahit / Sewing Machine,65000,0,488,TRUE,TRUE,18681614886,127631891429,
Jarum Mesin Jahit Merk Butterfly (Mesin Jahit Hitam Dan Portable) btf - 13,TKM-00073-07,2000000000150,Storable Product,Mesin Jahit / Sewing Machine,65000,0,500,TRUE,TRUE,18681614886,127631891430,
Mesin Jahit Obras benang 3 GN1-1/DC-1 - Mesin+Dinamo,TKM-00074-01,2000000000151,Storable Product,Mesin Jahit / Sewing Machine,990000,0,1000,TRUE,TRUE,18681707256,225392579272,MJ.Obras benang 3 GN1-1/DC-1
Mesin Jahit Obras benang 3 GN1-1/DC-1 - Msin+kaki+meja+Dnmo,TKM-00074-02,2000000000152,Storable Product,Mesin Jahit / Sewing Machine,1095000,0,1000,TRUE,TRUE,18681707256,225392579273,MJ.Obras benang 3 GN1-1/DC-1
Mesin Jahit Obras benang 3 GN1-1/DC-1 - Mesin kepala saja,TKM-00074-03,2000000000153,Storable Product,Mesin Jahit / Sewing Machine,890000,0,9,TRUE,TRUE,18681707256,435219781605,MJ.Obras benang 3 GN1-1/DC-1
Mesin Jahit Jarum 1 Manual JIN Type L1| Mesin Jahit JUKI - JIN - Head Only,TKM-00075-01,2000000000154,Storable Product,Mesin Jahit / Sewing Machine,4399000,0,5,TRUE,TRUE,18683904856,187013692598,MJ.JUKI-JIN
Mesin Jahit Jarum 1 Manual JIN Type L1| Mesin Jahit JUKI - JIN - Full Set (Head+Meja),TKM-00075-02,2000000000155,Storable Product,Mesin Jahit / Sewing Machine,4999000,0,10,TRUE,TRUE,18683904856,187013692599,MJ.JUKI-JIN
"Sepatu Teflon Bolong Tengah/Belah sama rata/Belah panjang pendek T35/ T350 Mesin Jahit High Speed - T350 12,5MM BPP",TKM-00076-01,2000000000156,Storable Product,Mesin Jahit / Sewing Machine,5999,0,1998,TRUE,TRUE,18690504409,156922478419,pf.T35/T350
"Sepatu Teflon Bolong Tengah/Belah sama rata/Belah panjang pendek T35/ T350 Mesin Jahit High Speed - T35 11,5MM BT",TKM-00076-02,2000000000157,Storable Product,Mesin Jahit / Sewing Machine,5999,0,894,TRUE,TRUE,18690504409,156922478420,pf.T35/T350
"Sepatu Teflon Bolong Tengah/Belah sama rata/Belah panjang pendek T35/ T350 Mesin Jahit High Speed - T3511,5MM BSR",TKM-00076-03,2000000000158,Storable Product,Mesin Jahit / Sewing Machine,5999,0,958,TRUE,TRUE,18690504409,156922478421,pf.T35/T350
"Sepatu Teflon Bolong Tengah/Belah sama rata/Belah panjang pendek T35/ T350 Mesin Jahit High Speed - T35 12,5MM BT",TKM-00076-04,2000000000159,Storable Product,Mesin Jahit / Sewing Machine,5999,0,672,TRUE,TRUE,18690504409,156922478422,pf.T35/T350
"Sepatu Teflon Bolong Tengah/Belah sama rata/Belah panjang pendek T35/ T350 Mesin Jahit High Speed - T35 12,5MM BSR",TKM-00076-05,2000000000160,Storable Product,Mesin Jahit / Sewing Machine,5999,0,855,TRUE,TRUE,18690504409,156922478423,pf.T35/T350
Sepatu Teflon Bolong Tengah/Belah sama rata/Belah panjang pendek T35/ T350 Mesin Jahit High Speed - T35 15MM BT,TKM-00076-06,2000000000161,Storable Product,Mesin Jahit / Sewing Machine,5999,0,896,TRUE,TRUE,18690504409,156922478424,pf.T35/T350
Sepatu Teflon Bolong Tengah/Belah sama rata/Belah panjang pendek T35/ T350 Mesin Jahit High Speed - T35 15MM BSR,TKM-00076-07,2000000000162,Storable Product,Mesin Jahit / Sewing Machine,5999,0,806,TRUE,TRUE,18690504409,156922478418,pf.T35/T350
JANOME 7322N - Mesin Jahit Janome NS 7322N (Semi Portable) Body Full Besi,TKM-00077,2000000000163,Storable Product,Mesin Jahit / Sewing Machine,3199000,0,23,TRUE,TRUE,18691057890,206899793998,MJ.Janome7322N
"Tension Post Benang Mesin Jahit Industri Jarum 1 Typical Brother Juki - Varian,Typical",TKM-00078-01,2000000000164,Storable Product,Mesin Jahit / Sewing Machine,8750,0,100,TRUE,TRUE,18783895791,177848589052,T.Jarum1
"Tension Post Benang Mesin Jahit Industri Jarum 1 Typical Brother Juki - Varian,Juki",TKM-00078-02,2000000000165,Storable Product,Mesin Jahit / Sewing Machine,8750,0,1256,TRUE,TRUE,18783895791,177848589053,T.Jarum1
"Tension Post Benang Mesin Jahit Industri Jarum 1 Typical Brother Juki - Varian,Brother",TKM-00078-03,2000000000166,Storable Product,Mesin Jahit / Sewing Machine,8750,0,692,TRUE,TRUE,18783895791,177848589054,T.Jarum1
needle clamp r57 201031a,TKM-00079,2000000000167,Storable Product,Jarum / Needles,30000,0,10,TRUE,TRUE,18857702173,164891957737,needle clamp r57
12463RH 3/16 Sepatu Timpa Lipat Bahan Kanan Mesin Jahit Industri Jarum 1 presser foot pf,TKM-00080,2000000000168,Storable Product,Mesin Jahit / Sewing Machine,12500,0,9985,TRUE,TRUE,18881551089,221771831261,pf.Timpa12463RH 3/16
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial presser foot pf - 1/2 12mm,TKM-00081-01,2000000000169,Storable Product,Mesin Jahit / Sewing Machine,22500,0,200,TRUE,TRUE,18881551165,194409351458,pf.PasangKaretS537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial presser foot pf - 1/8 3mm,TKM-00081-02,2000000000170,Storable Product,Mesin Jahit / Sewing Machine,22500,0,99,TRUE,TRUE,18881551165,194409351459,pf.PasangKaretS537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial presser foot pf - 5/16 8mm,TKM-00081-03,2000000000171,Storable Product,Mesin Jahit / Sewing Machine,22500,0,99,TRUE,TRUE,18881551165,194409351460,pf.PasangKaretS537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial presser foot pf - 3/8,TKM-00081-04,2000000000172,Storable Product,Mesin Jahit / Sewing Machine,22500,0,100,TRUE,TRUE,18881551165,194409351461,pf.PasangKaretS537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial presser foot pf - 1/4 6mm,TKM-00081-05,2000000000173,Storable Product,Mesin Jahit / Sewing Machine,22500,0,99,TRUE,TRUE,18881551165,194409351456,pf.PasangKaretS537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial presser foot pf - 3/16 4mm,TKM-00081-06,2000000000174,Storable Product,Mesin Jahit / Sewing Machine,22500,0,199,TRUE,TRUE,18881551165,194409351457,pf.PasangKaretS537
Gunting Kodok Daji DJ-1S,TKM-00082,2000000000175,Storable Product,Gunting / Scissors,25000,0,0,TRUE,TRUE,18881566507,177738593284,G.KodokDJ-1S
Sepatu Resleting Sisi Kiri P36LN-NF (Mesin Jahit High Speed Industrial) presser foot pf - P36LN-NF,TKM-00083-01,2000000000176,Storable Product,Mesin Jahit / Sewing Machine,25000,0,50,TRUE,TRUE,18890499022,29395212273,pf.ResletingKiriP36LN-NF
Sepatu Resleting Sisi Kiri P36LN-NF (Mesin Jahit High Speed Industrial) presser foot pf - P363-NF,TKM-00083-02,2000000000177,Storable Product,Mesin Jahit / Sewing Machine,25000,0,50,TRUE,TRUE,18890499022,29395212274,pf.ResletingKiriP36LN-NF
Mesin Jahit JANOME 3312 (Portable),TKM-00084,2000000000178,Storable Product,Mesin Jahit / Sewing Machine,2249000,0,40,TRUE,TRUE,18891046042,221832059144,MJ.Janome3312
Mesin Jahit Highspeed Industri Komputer Terbaru SOTA ST-9100-D1,TKM-00085,2000000000179,Storable Product,Mesin Jahit / Sewing Machine,5500000,0,1000,TRUE,TRUE,18892754305,69345181923,MJ.KomputerSOTA ST-9100-D1
Siruba VC008 Mesin Jahit Karet,TKM-00086,2000000000180,Storable Product,Mesin Jahit / Sewing Machine,7999999,0,5,TRUE,TRUE,18981090439,196829405906,MJ.SirubaVC008
Alas Sepatu Teflon Mesin Jahit Obras 747 pf,TKM-00087,2000000000181,Storable Product,Mesin Jahit / Sewing Machine,18350,0,45,TRUE,TRUE,18981541534,225377660005,pf.AlasSepatuObras747
P814 Sepatu 12463HR 1/4 Mesin Jahit Lurus Jarum 1 High Speed Industri presser foot pf,TKM-00088,2000000000182,Storable Product,Mesin Jahit / Sewing Machine,22500,0,9992,TRUE,TRUE,18981546182,148270728989,"pf.12463HR""1/4""P814"
HD 1000BEJANOME  Heavy Duty Mesin Jahit Portable Heavy Duty,TKM-00089,2000000000183,Storable Product,Mesin Jahit / Sewing Machine,3499999,0,12,TRUE,TRUE,18981796884,137637544669,MJ.JanomeHD1000BE
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 21B/21/21S,TKM-00090-01,2000000000184,Storable Product,Jarum / Needles,28379,0,415,TRUE,TRUE,18990507295,235379324430,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 18B/18/18S,TKM-00090-02,2000000000185,Storable Product,Jarum / Needles,28379,0,2500,TRUE,TRUE,18990507295,235379324437,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 22SK,TKM-00090-03,2000000000186,Storable Product,Jarum / Needles,28379,0,1997,TRUE,TRUE,18990507295,235379324434,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 16B/16/16S,TKM-00090-04,2000000000187,Storable Product,Jarum / Needles,28379,0,938,TRUE,TRUE,18990507295,235379324429,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 25B/25/25S,TKM-00090-05,2000000000188,Storable Product,Jarum / Needles,28379,0,1997,TRUE,TRUE,18990507295,235379324433,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 9B/9/9S,TKM-00090-06,2000000000189,Storable Product,Jarum / Needles,28379,0,1996,TRUE,TRUE,18990507295,235379324441,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 22B/22/22S,TKM-00090-07,2000000000190,Storable Product,Jarum / Needles,28379,0,200,TRUE,TRUE,18990507295,235379324439,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 23B/23/23S,TKM-00090-08,2000000000191,Storable Product,Jarum / Needles,28379,0,72,TRUE,TRUE,18990507295,235379324431,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 19B/19/19S,TKM-00090-09,2000000000192,Storable Product,Jarum / Needles,28379,0,1989,TRUE,TRUE,18990507295,235379324438,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 11B/11/11S,TKM-00090-10,2000000000193,Storable Product,Jarum / Needles,28379,0,483,TRUE,TRUE,18990507295,235379324436,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 14B/14/14S,TKM-00090-11,2000000000194,Storable Product,Jarum / Needles,28379,0,262,TRUE,TRUE,18990507295,235379324435,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 13B/13/13S,TKM-00090-12,2000000000195,Storable Product,Jarum / Needles,28379,0,296,TRUE,TRUE,18990507295,235379324432,OrganDPx17
ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japan) Untuk Mesin Bartek Bartack Bartec - 24B/24/24S,TKM-00090-13,2000000000196,Storable Product,Jarum / Needles,28379,0,1991,TRUE,TRUE,18990507295,235379324440,OrganDPx17
DINAMO MESIN JAHIT SERVO,TKM-00091,2000000000197,Storable Product,Mesin Jahit / Sewing Machine,499999,0,15,TRUE,TRUE,19089403044,118923327128,D.ServoHematListrik
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-01,2000000000198,Storable Product,Mesin Jahit / Sewing Machine,16999,0,99976,TRUE,TRUE,19090498315,235378161989,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-02,2000000000199,Storable Product,Mesin Jahit / Sewing Machine,9499,0,99977,TRUE,TRUE,19090498315,235378161991,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-03,2000000000200,Storable Product,Mesin Jahit / Sewing Machine,8999,0,99996,TRUE,TRUE,19090498315,235378161992,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-04,2000000000201,Storable Product,Mesin Jahit / Sewing Machine,8999,0,99958,TRUE,TRUE,19090498315,235378161998,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-05,2000000000202,Storable Product,Mesin Jahit / Sewing Machine,16999,0,99978,TRUE,TRUE,19090498315,235378161997,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-06,2000000000203,Storable Product,Mesin Jahit / Sewing Machine,8999,0,99993,TRUE,TRUE,19090498315,235378161999,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-07,2000000000204,Storable Product,Mesin Jahit / Sewing Machine,8999,0,99996,TRUE,TRUE,19090498315,235378161995,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-08,2000000000205,Storable Product,Mesin Jahit / Sewing Machine,13899,0,99990,TRUE,TRUE,19090498315,235378162000,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-09,2000000000206,Storable Product,Mesin Jahit / Sewing Machine,6999,0,997,TRUE,TRUE,19090498315,235378161994,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-10,2000000000207,Storable Product,Mesin Jahit / Sewing Machine,6999,0,99980,TRUE,TRUE,19090498315,235378161996,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-11,2000000000208,Storable Product,Mesin Jahit / Sewing Machine,8999,0,99892,TRUE,TRUE,19090498315,235378161993,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-12,2000000000209,Storable Product,Mesin Jahit / Sewing Machine,15399,0,99973,TRUE,TRUE,19090498315,235378161990,pf.jarum1
Sepatu Mesin Jahit Industri High Speed Jarum 1 / Konveksi / Garmen / Pabrik P351 MT18 P36N P363 P36N P952 P50 Resleting Jepang K,TKM-00092-13,2000000000210,Storable Product,Mesin Jahit / Sewing Machine,8999,0,99978,TRUE,TRUE,19090498315,235378162001,pf.jarum1
kam SIRUBA F007J Mesin Kam / Jahit Kaos / Overdeck / Overdek High Speed Industri,TKM-00093,2000000000211,Storable Product,Mesin / Machines,15129000,0,5,TRUE,TRUE,19090637671,88741256111,kamSIRUBAF007J
Mesin Jahit Obras Siruba 747F - Komplit Dinamo Baru,TKM-00094-01,2000000000212,Storable Product,Mesin Jahit / Sewing Machine,2594000,0,50,TRUE,TRUE,19090646644,165980632962,MJ.ObrasSiruba747
Mesin Jahit Obras Siruba 747F - Komplit Servo Baru,TKM-00094-02,2000000000213,Storable Product,Mesin Jahit / Sewing Machine,2794000,0,50,TRUE,TRUE,19090646644,165980632963,MJ.ObrasSiruba747
Mesin Jahit Obras Siruba 747F - Komplit Siap Pakai,TKM-00094-03,2000000000214,Storable Product,Mesin Jahit / Sewing Machine,2494000,0,50,TRUE,TRUE,19090646644,165980632964,MJ.ObrasSiruba747
Mesin Jahit Obras Siruba 747F - Kepala + Bak,TKM-00094-04,2000000000215,Storable Product,Mesin Jahit / Sewing Machine,1894000,0,50,TRUE,TRUE,19090646644,165980632965,MJ.ObrasSiruba747
